IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.57.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,275,1.93
8.219.3.53,8443,8443,true,SIN,Asia Pacific,Singapore,56,1.93
8.219.228.30,8080,8080,false,SIN,Asia Pacific,Singapore,12,1.93
47.236.150.13,2083,2083,true,SIN,Asia Pacific,Singapore,126,1.92
47.91.14.69,2052,2052,false,NRT,Asia Pacific,Tokyo,75,1.92
8.209.200.73,80,80,false,NRT,Asia Pacific,Tokyo,75,1.92
47.236.189.173,2095,2095,false,SIN,Asia Pacific,Singapore,18,1.91
8.219.228.193,2052,2052,false,SIN,Asia Pacific,Singapore,3,1.91
47.245.56.50,2053,2053,true,NRT,Asia Pacific,Tokyo,170,1.91
47.245.62.84,2083,2083,true,NRT,Asia Pacific,Tokyo,153,1.91
8.222.227.191,2083,2083,true,SIN,Asia Pacific,Singapore,87,1.91
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,1.90
8.219.40.255,2082,2082,false,SIN,Asia Pacific,Singapore,14,1.90
8.217.145.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,1.90
8.222.153.11,2083,2083,true,NRT,Asia Pacific,Tokyo,200,1.90
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,1.89
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,169,1.88
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,1.88
47.245.56.50,2096,2096,true,NRT,Asia Pacific,Tokyo,173,1.86
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,43,1.86
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,1.85
8.218.85.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,1.85
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,1.85
47.91.2.165,80,80,false,NRT,Asia Pacific,Tokyo,81,1.84
47.243.161.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,1.84
8.222.238.141,2082,2082,false,SIN,Asia Pacific,Singapore,8,1.83
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,1.82
8.210.62.66,8080,80,false,HKG,Asia Pacific,Hong Kong,40,1.81
8.209.212.5,2095,2095,false,NRT,Asia Pacific,Tokyo,81,1.81
47.242.79.71,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,1.81
47.245.54.140,8880,8880,false,NRT,Asia Pacific,Tokyo,83,1.81
8.209.200.73,2096,2096,true,NRT,Asia Pacific,Tokyo,79,1.80
8.210.3.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,1.80
8.217.167.88,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,1.80
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,4,1.79
47.245.55.94,2087,2087,true,NRT,Asia Pacific,Tokyo,160,1.79
8.222.187.107,8080,8080,false,SIN,Asia Pacific,Singapore,3,1.79
47.245.58.250,8080,8080,false,NRT,Asia Pacific,Tokyo,79,1.79
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,34,1.78
47.91.15.247,80,80,false,NRT,Asia Pacific,Tokyo,86,1.78
8.209.200.73,8080,8080,false,NRT,Asia Pacific,Tokyo,74,1.78
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,8,1.77
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,1.77
47.245.55.94,2053,2053,true,NRT,Asia Pacific,Tokyo,181,1.77
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,4,1.77
47.245.52.165,2096,2096,true,NRT,Asia Pacific,Tokyo,183,1.76
47.76.178.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,1.76
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,52,1.76
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,1.76
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,1.76
47.245.41.69,2096,2096,true,NRT,Asia Pacific,Tokyo,178,1.75
8.209.212.5,2087,2087,true,NRT,Asia Pacific,Tokyo,125,1.75
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,1.74
47.245.52.153,2096,2096,true,NRT,Asia Pacific,Tokyo,172,1.74
8.218.211.17,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,1.74
8.219.90.196,2095,2095,false,SIN,Asia Pacific,Singapore,18,1.73
8.219.134.117,2052,2052,false,SIN,Asia Pacific,Singapore,20,1.73
8.219.253.185,80,80,false,SIN,Asia Pacific,Singapore,7,1.73
47.74.43.24,2096,2096,true,NRT,Asia Pacific,Tokyo,151,1.73
47.76.178.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,1.73
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,96,1.73
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,1.72
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,1.70
8.209.200.73,2082,2082,false,NRT,Asia Pacific,Tokyo,83,1.70
47.245.54.197,2086,2086,false,NRT,Asia Pacific,Tokyo,92,1.69
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,1.69
47.245.56.50,8443,8443,true,NRT,Asia Pacific,Tokyo,185,1.69
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,1.68
47.245.33.158,8443,8443,true,NRT,Asia Pacific,Tokyo,179,1.67
8.209.212.5,80,80,false,NRT,Asia Pacific,Tokyo,82,1.67
8.218.3.12,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,1.67
47.245.54.140,2087,2087,true,NRT,Asia Pacific,Tokyo,173,1.66
47.236.17.165,2053,2053,true,SIN,Asia Pacific,Singapore,121,1.65
8.219.55.31,2053,2053,true,NRT,Asia Pacific,Tokyo,249,1.65
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,1.65
47.245.59.188,2087,2087,true,NRT,Asia Pacific,Tokyo,178,1.64
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,1.64
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,1.64
8.219.58.64,80,80,false,SIN,Asia Pacific,Singapore,7,1.64
8.222.238.141,2086,2086,false,SIN,Asia Pacific,Singapore,9,1.63
8.209.243.172,2083,2083,true,NRT,Asia Pacific,Tokyo,106,1.62
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,81,1.62
8.217.147.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,1.62
47.91.29.143,2083,2083,true,NRT,Asia Pacific,Tokyo,116,1.61
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,1.61
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,266,1.61
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,71,1.61
8.219.170.58,2052,2052,false,SIN,Asia Pacific,Singapore,5,1.60
47.74.26.196,2083,2083,true,HKG,Asia Pacific,Hong Kong,183,1.60
47.245.62.84,2087,2087,true,NRT,Asia Pacific,Tokyo,206,1.60
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.59
47.245.55.94,8443,8443,true,NRT,Asia Pacific,Tokyo,156,1.59
8.209.200.73,2052,2052,false,NRT,Asia Pacific,Tokyo,75,1.59
47.245.58.250,2096,2096,true,NRT,Asia Pacific,Tokyo,172,1.59
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,1.59
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,1.59
8.218.105.223,80,80,false,HKG,Asia Pacific,Hong Kong,46,1.58
8.217.145.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,81,1.58
8.209.214.157,80,80,false,NRT,Asia Pacific,Tokyo,75,1.58
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,1.58
8.219.65.191,2086,2086,false,SIN,Asia Pacific,Singapore,17,1.57
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,1.56
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,1.56
8.210.156.6,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,1.56
47.245.54.98,2096,2096,true,NRT,Asia Pacific,Tokyo,173,1.56
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.56
8.219.141.174,2082,2082,false,SIN,Asia Pacific,Singapore,14,1.55
47.236.17.165,8443,8443,true,SIN,Asia Pacific,Singapore,154,1.54
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,1.54
47.245.58.175,2052,2052,false,NRT,Asia Pacific,Tokyo,84,1.53
8.218.158.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,1.52
8.210.245.159,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,1.52
47.245.54.197,8443,8443,true,NRT,Asia Pacific,Tokyo,86,1.52
8.219.65.191,80,80,false,SIN,Asia Pacific,Singapore,18,1.52
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,226,1.52
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,32,1.51
47.91.14.69,2082,2082,false,NRT,Asia Pacific,Tokyo,83,1.51
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,1.50
8.217.147.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,1.49
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,1.49
47.236.79.77,2083,2083,true,SIN,Asia Pacific,Singapore,86,1.47
47.236.201.98,8880,8880,false,SIN,Asia Pacific,Singapore,46,1.47
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,1.47
8.222.227.191,2087,2087,true,SIN,Asia Pacific,Singapore,131,1.46
47.242.59.216,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,1.45
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,162,1.45
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,1.45
8.219.213.84,2087,2087,true,SIN,Asia Pacific,Singapore,98,1.45
47.74.45.143,2096,2096,true,NRT,Asia Pacific,Tokyo,86,1.45
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,221,1.44
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,1.44
47.74.54.33,8080,8080,false,NRT,Asia Pacific,Tokyo,83,1.44
47.91.15.247,2095,2095,false,NRT,Asia Pacific,Tokyo,79,1.44
8.218.127.249,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,1.42
47.245.59.244,2087,2087,true,NRT,Asia Pacific,Tokyo,142,1.42
47.245.53.50,8443,8443,true,NRT,Asia Pacific,Tokyo,119,1.42
47.245.52.153,2087,2087,true,NRT,Asia Pacific,Tokyo,200,1.40
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,154,1.40
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,13,1.40
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,243,1.40
8.222.130.219,2053,2053,true,SIN,Asia Pacific,Singapore,97,1.39
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,35,1.39
47.74.5.233,2083,2083,true,NRT,Asia Pacific,Tokyo,188,1.38
47.245.57.109,2083,2083,true,NRT,Asia Pacific,Tokyo,250,1.37
47.245.55.235,2052,2052,false,NRT,Asia Pacific,Tokyo,79,1.37
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.37
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,1.36
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,1.36
47.74.13.239,8443,8443,true,NRT,Asia Pacific,Tokyo,216,1.35
8.219.66.156,8880,8880,false,NRT,Asia Pacific,Tokyo,83,1.35
8.217.145.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,1.35
8.209.214.157,2086,2086,false,NRT,Asia Pacific,Tokyo,74,1.35
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,172,1.35
47.245.58.175,8443,8443,true,NRT,Asia Pacific,Tokyo,168,1.34
47.76.32.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,1.34
8.219.77.222,2087,2087,true,SIN,Asia Pacific,Singapore,107,1.33
8.209.214.222,2082,2082,false,NRT,Asia Pacific,Tokyo,84,1.33
8.209.246.24,8443,8443,true,NRT,Asia Pacific,Tokyo,92,1.33
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,1.33
47.74.15.80,2082,2082,false,NRT,Asia Pacific,Tokyo,77,1.33
47.74.27.151,2086,2086,false,NRT,Asia Pacific,Tokyo,101,1.32
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,1.32
47.74.15.80,8080,8080,false,NRT,Asia Pacific,Tokyo,72,1.31
8.219.60.68,2052,2052,false,SIN,Asia Pacific,Singapore,19,1.31
8.222.153.11,2096,2096,true,NRT,Asia Pacific,Tokyo,218,1.30
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,1.30
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,61,1.29
47.245.54.98,2087,2087,true,NRT,Asia Pacific,Tokyo,241,1.29
47.245.62.84,2053,2053,true,NRT,Asia Pacific,Tokyo,172,1.29
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,1.29
8.209.200.73,8443,8443,true,NRT,Asia Pacific,Tokyo,86,1.28
47.245.55.235,2083,2083,true,NRT,Asia Pacific,Tokyo,181,1.28
47.242.202.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,1.28
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,212,1.27
8.209.214.157,2053,2053,true,NRT,Asia Pacific,Tokyo,94,1.26
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,1.26
8.209.200.73,80,80,false,NRT,Asia Pacific,Tokyo,75,1.26
47.245.56.207,2096,2096,true,NRT,Asia Pacific,Tokyo,157,1.26
47.245.57.109,2096,2096,true,NRT,Asia Pacific,Tokyo,249,1.25
47.245.84.155,2052,2052,false,SIN,Asia Pacific,Singapore,9,1.24
8.219.201.174,2087,2087,true,SIN,Asia Pacific,Singapore,128,1.23
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,1.23
8.219.201.174,80,80,false,SIN,Asia Pacific,Singapore,16,1.23
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,1.22
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,21,1.22
8.218.105.223,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,1.21
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,216,1.21
8.219.201.174,443,443,true,SIN,Asia Pacific,Singapore,108,1.21
8.222.238.141,2083,2083,true,SIN,Asia Pacific,Singapore,114,1.21
47.91.25.66,2052,2052,false,NRT,Asia Pacific,Tokyo,82,1.20
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,1.20
8.218.126.53,443,443,true,HKG,Asia Pacific,Hong Kong,86,1.20
8.218.204.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,1.20
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,107,1.19
8.219.66.156,2086,2086,false,NRT,Asia Pacific,Tokyo,90,1.18
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,1.18
47.74.26.196,2053,2053,true,HKG,Asia Pacific,Hong Kong,303,1.18
47.245.55.99,8443,8443,true,NRT,Asia Pacific,Tokyo,195,1.17
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,1.17
8.210.156.6,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,1.16
47.74.12.139,2087,2087,true,NRT,Asia Pacific,Tokyo,252,1.16
8.218.158.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,1.16
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,28,1.16
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,1.15
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,150,1.15
47.245.54.98,2082,2082,false,NRT,Asia Pacific,Tokyo,113,1.14
47.74.37.50,80,80,false,NRT,Asia Pacific,Tokyo,72,1.13
47.74.34.162,8080,8080,false,NRT,Asia Pacific,Tokyo,71,1.13
8.219.55.31,2095,2095,false,NRT,Asia Pacific,Tokyo,81,1.13
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,181,1.11
8.218.105.223,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,1.11
8.222.156.206,443,443,true,SIN,Asia Pacific,Singapore,76,1.11
47.74.4.47,2096,2096,true,NRT,Asia Pacific,Tokyo,214,1.10
47.245.53.101,2083,2083,true,NRT,Asia Pacific,Tokyo,168,1.10
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,64,1.10
47.243.70.197,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,1.09
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,1.09
47.236.204.110,8080,8080,false,SIN,Asia Pacific,Singapore,36,1.09
8.222.156.206,443,443,true,SIN,Asia Pacific,Singapore,72,1.08
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,19,1.08
47.91.21.127,2082,2082,false,NRT,Asia Pacific,Tokyo,74,1.07
47.74.50.135,2095,2095,false,NRT,Asia Pacific,Tokyo,73,1.07
8.209.214.222,2087,2087,true,NRT,Asia Pacific,Tokyo,85,1.07
47.74.49.62,2052,2052,false,NRT,Asia Pacific,Tokyo,85,1.07
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,9,1.05
47.245.56.207,2053,2053,true,NRT,Asia Pacific,Tokyo,224,1.05
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,69,1.05
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,1.05
8.219.206.53,2087,2087,true,SIN,Asia Pacific,Singapore,114,1.04
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,1.04
8.222.144.219,2087,2087,true,SIN,Asia Pacific,Singapore,114,1.03
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,21,1.03
8.219.100.155,2082,2082,false,SIN,Asia Pacific,Singapore,26,1.03
47.245.59.188,2053,2053,true,NRT,Asia Pacific,Tokyo,179,1.03
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,106,1.02
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,1.02
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,1.01
47.91.21.149,2052,2052,false,NRT,Asia Pacific,Tokyo,85,1.01
47.245.54.197,2053,2053,true,NRT,Asia Pacific,Tokyo,192,1.01
8.219.65.191,2095,2095,false,SIN,Asia Pacific,Singapore,21,1.01
8.210.245.159,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,1.00
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,1.00
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,238,0.98
47.245.62.84,2096,2096,true,NRT,Asia Pacific,Tokyo,234,0.98
47.76.94.15,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.97
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,227,0.97
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,0.97
8.222.168.234,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.96
47.245.59.244,2096,2096,true,NRT,Asia Pacific,Tokyo,120,0.95
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,125,0.94
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,126,0.93
8.210.3.24,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.93
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.92
47.236.187.144,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.92
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.92
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.90
8.219.101.138,2096,2096,true,SIN,Asia Pacific,Singapore,53,0.90
8.219.228.193,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.88
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,243,0.88
8.209.212.5,8080,8080,false,NRT,Asia Pacific,Tokyo,89,0.88
8.209.214.222,2086,2086,false,NRT,Asia Pacific,Tokyo,77,0.88
8.209.240.227,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.88
8.218.149.193,2082,2082,false,HKG,Asia Pacific,Hong Kong,76,0.87
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.86
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.86
8.218.149.193,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.86
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,200,0.85
8.209.212.5,8880,8880,false,NRT,Asia Pacific,Tokyo,73,0.85
8.209.214.157,2052,2052,false,NRT,Asia Pacific,Tokyo,79,0.85
8.210.117.18,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.85
47.91.21.127,2052,2052,false,NRT,Asia Pacific,Tokyo,96,0.85
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.83
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.83
8.219.77.141,80,80,false,SJC,North America,San Jose,7,0.83
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.82
8.222.129.245,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.82
8.222.153.11,2087,2087,true,NRT,Asia Pacific,Tokyo,170,0.81
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.81
47.236.125.62,80,80,false,NRT,Asia Pacific,Tokyo,104,0.81
47.245.57.109,8443,8443,true,NRT,Asia Pacific,Tokyo,152,0.81
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.80
8.219.77.141,80,80,false,SJC,North America,San Jose,18,0.78
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.78
47.242.154.207,443,0,false,HKG,Asia Pacific,Hong Kong,51,0.78
8.218.119.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,0.78
8.222.184.198,2083,2083,true,SIN,Asia Pacific,Singapore,57,0.77
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.77
8.219.55.31,8080,8080,false,NRT,Asia Pacific,Tokyo,70,0.77
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.76
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,0.76
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.76
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.75
47.74.54.145,8880,8880,false,NRT,Asia Pacific,Tokyo,72,0.75
8.219.153.237,8080,8080,false,NRT,Asia Pacific,Tokyo,80,0.75
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.75
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.74
8.217.147.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,0.74
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,0.73
47.245.57.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,259,0.72
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.72
8.219.102.252,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.71
47.242.154.207,443,0,false,HKG,Asia Pacific,Hong Kong,69,0.71
8.218.110.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.71
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,0.70
8.219.66.156,8080,8080,false,NRT,Asia Pacific,Tokyo,116,0.70
8.209.212.5,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.69
47.89.244.253,443,0,true,SJC,North America,San Jose,167,0.69
8.219.126.3,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.67
8.218.188.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.66
8.209.240.227,2086,2086,false,NRT,Asia Pacific,Tokyo,73,0.66
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,34,0.62
8.219.141.174,2083,2083,true,SIN,Asia Pacific,Singapore,109,0.62
8.222.140.185,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.62
8.209.243.99,2095,2095,false,NRT,Asia Pacific,Tokyo,83,0.62
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.62
8.209.214.222,8880,8880,false,NRT,Asia Pacific,Tokyo,73,0.62
47.76.146.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.61
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,70,0.61
8.209.214.222,2095,2095,false,NRT,Asia Pacific,Tokyo,79,0.60
8.219.153.237,2052,2052,false,NRT,Asia Pacific,Tokyo,114,0.60
47.76.94.15,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.59
47.245.52.153,2053,2053,true,NRT,Asia Pacific,Tokyo,147,0.59
8.218.211.17,2053,2053,true,HKG,Asia Pacific,Hong Kong,111,0.59
8.218.127.249,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.58
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,0.57
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,92,0.56
47.74.45.143,2095,2095,false,NRT,Asia Pacific,Tokyo,74,0.55
8.222.145.110,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.55
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.55
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.54
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,0.54
198.11.175.125,80,80,false,SJC,North America,San Jose,185,0.53
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,0.53
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,37,0.52
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,66,0.52
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.52
47.245.56.207,2083,2083,true,NRT,Asia Pacific,Tokyo,177,0.51
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.50
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.50
47.76.32.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,0.48
149.129.8.215,80,80,false,SJC,North America,San Jose,115,0.47
47.91.29.143,2053,2053,true,NRT,Asia Pacific,Tokyo,114,0.47
47.245.56.207,2096,2096,true,NRT,Asia Pacific,Tokyo,112,0.46
8.219.201.174,2083,2083,true,SIN,Asia Pacific,Singapore,95,0.46
8.219.100.168,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.46
8.219.55.31,80,80,false,NRT,Asia Pacific,Tokyo,87,0.45
8.219.153.237,2082,2082,false,NRT,Asia Pacific,Tokyo,110,0.45
8.222.225.193,443,443,true,SIN,Asia Pacific,Singapore,21,0.44
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.42
